Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Avg. Altitude,Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime,Contractor,Country of Contractor,,Source Used for Orbital Data,Source,Source,Source,Source,Source,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,594,638.5,683,6.35E-03,97.8,97.4,1,,,11/21/13,,AMSAT/UK-AMSAT/NL,UK/Netherlands,,ZARYA,http://funcube.org.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,630,642,654,1.71E-03,98.07,97.56,"1,000",,,4/26/13,5-8 yrs.,Shanghai Academy of Space Flight Technology,China,,SC - ASCR,http://www.zarya.info/Diaries/Launches/Launches.php?year=2013,http://space50.kosmo.cz/s40/2013/I018A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,620,628,636,1.14E-03,98.02,97.06,"1,000",,,8/19/14,5-8 yrs.,Shanghai Academy of Space Flight Technology,China,,ZARYA,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,https://directory.eoportal.org/web/eoportal/satellite-missions/g/gaofen-1,http://www.nasaspaceflight.com/2014/08/chinese-long-march-4b-gaofen-2-brite-pl-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,484,488,492,5.83E-04,97.3,94.36,"1,000",,,6/26/15,5-8 yrs.,Shanghai Academy of Space Flight Technology,China,,JM/8_15,http://www.nasaspaceflight.com/2015/06/china-longmarch4b-gaofen-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,593,706,819,1.60E-02,97.7,98.9,5,,,11/21/13,,GomSpace/University of Aalborg,Denmark,,ZARYA,https://directory.eoportal.org/web/eoportal/satellite-missions/g/gatoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,395,399.5,404,6.65E-04,51.6,92.55,10,,,3/4/15,,NearSpace Launch/Air Force Research Laboratory,USA,,JM/8_15,http://www.nasa.gov/mission_pages/station/research/experiments/1816.html#description,https://sites.google.com/a/slu.edu/swartwout/home/cubesat-database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,356,528,700,2.49E-02,55,95,10,,,5/20/15,,NearSpace Launch/Air Force Research Laboratory,USA,,JM/8_15,http://www.spaceflight101.com/afspc-05-secondary-payloads.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,522,545.5,569,3.40E-03,64.5,95.6,"1,360",,,7/12/06,5 yrs.,Bigelow Aerospace,USA,,www.satellitedebris.net 12/12,http://satellite.ehabich.info/genesis.html,,http://www.msnbc.msn.com/id/13828908/,http://www.macnewsworld.com/story/9kj7MS2AFuBaGb/Inflatable-Satellite-Launch-Pumps-Up-Space-Travel-Biz.xhtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,508,547,586,5.64E-03,64.5,95.6,"1,360",,,6/28/07,5 yrs.,Bigelow Aerospace,USA,,www.satellitedebris.net 12/12,http://www.spaceflightnow.com/news/n0706/28genesis2/,http://www.lib.cas.cz/space.40/2007/I028A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,671,678.5,686,1.06E-03,98.1,98.3,"1,955",,,9/6/08,7+ yrs.,General Dynamics,USA,,www.satellitedebris.net 12/12,http://geoeye.mediaroom.com/index.php?s=43&item=304,http://www.satimagingcorp.com/satellite-sensors/geoeye-1.html,http://www.lib.cas.cz/space.40/2008/I042A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,701,702.5,704,2.12E-04,98.2,98.80,"1,900",,4.05,5/17/12,5 yrs.,Japan Aerospace Exploration Agency (JAXA),Japan,,www.satellitedebris.net 12/12,http://www.jaxa.jp/projects/sat/gcom_w/index_e.html,http://orbiter-forum.com/showthread.php?t=27546,http://www.zarya.info/Diaries/Launches/Launches.php?year=2012,http://pmm.nasa.gov/GPM/constellation-partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,407",1409.5,"1,412",3.21E-04,52,114,450,350,"1,500",2/14/98,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx532.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,413",1414,"1,415",1.28E-04,52,114.1,450,350,"1,500",4/24/98,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,406",1414,"1,422",1.03E-03,52,114.1,450,350,"1,500",2/9/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,412",1414,"1,416",2.57E-04,52,114.1,450,350,"1,500",7/25/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx549.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,412",1413.5,"1,415",1.93E-04,52,114.1,450,350,"1,500",8/17/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx550.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,413",1413.5,"1,414",6.42E-05,52,114.1,450,350,"1,500",7/25/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow.Com/delta/d276/00208launch.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,900,1156.5,"1,413",3.41E-02,52,114.1,450,350,"1,500",11/22/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx553.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,477",1477.5,"1,478",6.37E-05,52,114.1,450,350,"1,500",10/18/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx552.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,411",1414,"1,417",3.85E-04,52,114.1,450,350,"1,500",3/15/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx545.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,411",1413.5,"1,416",3.21E-04,52,114.1,450,350,"1,500",11/22/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx553.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,415",1415.5,"1,416",6.42E-05,52,114.1,450,350,"1,500",2/9/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,413",1413.5,"1,414",6.42E-05,52,114.1,450,350,"1,500",10/18/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx552.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,413",1414,"1,415",1.28E-04,52,114.1,450,350,"1,500",10/18/99,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx552.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,413",1413.5,"1,414",6.42E-05,52,114.1,450,350,"1,500",2/8/00,10 yrs.,Space Systems/Loral,USA,,www.satellitedebris.net 12/12,http://spaceflightnow. Com/delta/d276/00208launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx553.html,http://www.globalstar.com/view_page.jsp?page=1.11,http://centaur.sstl.co.uk/SSHP/data/data_globalstar.html,http://www.astrium-space.com/corp/prod/00000913.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,411",1413.5,"1,416",3.21E-04,52,114.1,450,350,"1,500",5/29/07,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,,www.satellitedebris.net 12/12,http://www.spaceref.com/news/viewsr.html?pid=24629,http://www.kosM0.cz/M0dules.php?op=M0dload&name=kosM0&file=index&fil=/s/2007/020A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,412",1413.5,"1,415",1.93E-04,52,114.1,450,350,"1,500",10/20/07,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,,www.satellitedebris.net 12/12,http://www.lib.cas.cz/space.40/2007/048C.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,413",1413.5,"1,414",6.42E-05,52,114.1,450,350,"1,500",10/20/07,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,,www.satellitedebris.net 12/12,http://www.lib.cas.cz/space.40/2007/048A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,411",1412.5,"1,414",1.93E-04,52,114,450,350,"1,500",10/20/07,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,,www.satellitedebris.net 12/12,http://www.lib.cas.cz/space.40/2007/048D.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,411",1413.5,"1,416",3.21E-04,52,114.1,450,350,"1,500",5/29/07,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,,www.satellitedebris.net 12/12,http://www.spaceref.com/news/viewsr.html?pid=24629,http://www.kosM0.cz/M0dules.php?op=M0dload&name=kosM0&file=index&fil=/s/2007/020C.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,412",1413.5,"1,415",1.93E-04,52,114.1,450,350,"1,500",10/20/07,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,,www.satellitedebris.net 12/12,http://www.lib.cas.cz/space.40/2007/048B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,412",1413.5,"1,415",1.93E-04,52,114.1,450,350,"1,500",5/29/07,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,,www.satellitedebris.net 12/12,http://www.spaceref.com/news/viewsr.html?pid=24629,http://www.kosM0.cz/M0dules.php?op=M0dload&name=kosM0&file=index&fil=/s/2007/020F.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,"1,412",1414,"1,416",2.57E-04,52,114.1,450,350,"1,500",5/29/07,10 yrs.,Space Systems/Loral/Alenia Aerospazio,USA/Italy,,www.satellitedebris.net 12/12,http://www.spaceref.com/news/viewsr.html?pid=24629,http://www.kosM0.cz/M0dules.php?op=M0dload&name=kosM0&file=index&fil=/s/2007/020D.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
