Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Avg. Altitude,Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime,Contractor,Country of Contractor,,Source Used for Orbital Data,Source,Source,Source,Source,Source,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,497,499,501,2.91E-04,74.73,94.6,"1,150",,,6/27/13,,NPO Mashinostroyeniya,Russia,,ZARYA,http://www.zarya.info/Diaries/Launches/Launches.php?year=2013,http://russianforces.org/blog/2013/06/russia_launches_first_kondor_s.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,295,311.5,328,2.47E-03,96.54,90.76,,,,11/21/14,,Harbin Institute of Technology,China,,ZARYA,http://www.spaceflight101.com/kuaizhou---kuaizhou-2-launch.html,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.orbcomm.com,http://nssdc.gsfc.nasa.gov/spacewarn/spx554.html,http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html,,,,JMSatcat803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,647,657,667,1.42E-03,98.03,97.88,7,,,1/23/09,,Kanagawa University,Japan,,SC - ASCR,http://www.amsat.org/?page_id=3346,http://nssdc.gsfc.nasa.gov/nmc/masterCatalog.do?sc=2009-002G,http://www.lib.cas.cz/space.40/2009/002G.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.orbcomm.com,http://nssdc.gsfc.nasa.gov/spacewarn/spx554.html,http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html,,,,JMSatcat803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,671,673,675,2.84E-04,57,98.2,"14,500",,,10/24/97,5 yrs.,Lockheed Martin Astronautics,USA,,JMSatcat304,http://www.strategypage.com/htmw/htspace/articles/20110411.aspx,http://www.wiley.com/legacy/wileychi/maini/supp/Compendium_of_Satellites.pdf,http://mt-milcom.blogspot.com/2006/12/nrol-21-launched.html,http://www.nasaspaceflight.com/2013/12/atlas-v-launch-nrol-39-vandenberg/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,574,625,676,7.29E-03,68,97.21,"14,500",,,8/17/00,9 yrs.,Lockheed Martin Astronautics,USA,,JMSatcat304,http://www.designation-systems.net/dusrm/app3/sat-summary.html,http://www.floridatoday.com/space/explore/stories/2000b/081600c.htm,http://www.afji.com/ISR/Mags/2002/Issue3/space.html,http://membres.lycos.fr/filterman/duncan-campbell.htm,http://www.nasaspaceflight.com/2013/12/atlas-v-launch-nrol-39-vandenberg/,http://www.spacenewsfeed.co.uk/2000/20August2000.html#Launches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,713,714.5,716,2.12E-04,57.01,99.08,"14,500",,,4/30/05,9 yrs.,Lockheed Martin Astronautics,USA,,SC - ASCR,http://www.aus-city.com/cgi-bin/ultimatebb.cgi?ubb=get_topic;f=4;t=001169;p=0,http://www.lib.cas.cz/www/space.40/2005/016A.HTM,http://www.iee.org/oncomms/circuit/members/Paper_J%20Doonan.doc,http://www.informationclearinghouse.info/article3509.htm,http://www.nasaspaceflight.com/2013/12/atlas-v-launch-nrol-39-vandenberg/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,702,702.5,703,7.07E-05,98.2,98.8,"2,744","2,200","1,500",4/15/99,15 yrs.,Lockheed Martin Missiles and Space,USA,,www.satellitedebris.net 12/12,http://www.ga.gov.au/acres/prod_ser/landdata.htm,http://nssdc.gsfc.nasa.gov/spacewarn/spx546.html,http://www.floridatoday.com/space/explore/stories/1999/041599ai.htm,http://landsat.usgs.gov/about.html,http://www.sciencemaster.com/jump/space/landsat.php,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,700,702.5,705,3.53E-04,98.2,98.8,"2,780","1,512","4,300",2/11/13,5 yrs.,Orbital Sciences Corp.,USA,,SC - ASCR,http://science.nbcnews.com/_news/2013/05/06/18090996-three-months-after-launch-landsat-8-appears-to-be-working-flawlessly?lite,https://directory.eoportal.org/web/eoportal/satellite-missions/l/landsat-8-ldcm,http://space50.kosmo.cz/s40/2013/INDEX1.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,617,627,637,1.43E-03,97.7,97.2,60,,14,1/10/07,,Technical University of Berlin,Germany,,www.satellitedebris.net 12/12,http://www.n2yo.com/satellite.php?s=29709,http://www.ilr.tu-berlin.de/RFA/sat/lapan/paper/triharj1.pdf,http://www.spacedaily.com/reports/First_Indonesian_Developed_Satellite_To_Be_Launched_In_October_999.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,610,639,668,4.14E-03,64.6,97.5,,12,,12/20/02,,SpaceQuest,USA,,www.satellitedebris.net 12/12,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx590.html,http://www.aprizesat.com/faqs.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Intermediate,0,603,660,717,8.11E-03,64.6,97.9,,12,,12/20/02,,SpaceQuest,USA,,www.satellitedebris.net 12/12,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx590.html,http://www.aprizesat.com/faqs.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,612,654.5,697,6.05E-03,97.98,97.82,4,,,6/19/14,,NanoSatisfi Inc.,USA,,ZARYA,http://www.nesdis.noaa.gov/CRSRA/files/LEMUR-1_Publishable_Description.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,779,793.5,808,2.02E-03,98.47,100.73,100,,,9/4/14,,Xinwei Telecom Technology Co/Tsinghua University,China,,ZARYA,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,http://www.spaceflight101.com/chinese-long-march-2d-successfully-launches-two-satellites---ling-qiao--cx-1-04.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,900,905.5,911,7.56E-04,67.2,103.1,"5,000",,,11/20/09,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,,www.satellitedebris.net 12/12,http://russianforces.org/blog/2009/11/cosmos-2455_-_a_new_generation.shtml,http://www.lib.cas.cz/space.40/2009/063A.HTM,,http://www.planet4589.org/space/jsr/back/news.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,901,905.5,910,6.19E-04,67.15,103.11,"5,000",,,12/23/14,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,,ZARYA,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,http://russianforces.org/blog/2014/12/launch_of_a_lotos-s_electronic.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,555,562.5,570,1.08E-03,98,96,,,,2/27/15,,Progress Rocket and Space Center,Russia,,,http://russianforces.org/blog/2015/02/launch_of_an_optical_reconnais.shtml,http://www.russianspaceweb.com/liana.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,984,999,"1,014",2.04E-03,99.2,105.1,47,,56,12/10/01,2-3 yrs.,CRTS Morocco/Institut für Luft-und Raumfahrttechnik,Morocco/Germany,,www.satellitedebris.net 12/12,http://www.vectronic-aerospace.com/html/body_maroc-tubsat.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx578.html,http://www.ilr.tu-berlin.de/RFA/MAROC-TUBSAT/MAROC-TUBSAT.htm,http://www.vectronic-aerospace.com/html/maroc-tubsat.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,442,583,724,2.03E-02,101.7,97.45,2,,,10/28/11,,University of Michigan/Montana University/Montana Space Grant Consortium,USA,,WT,http://www.ne.jp/asahi/hamradio/je9pel/satslist.htm,http://www.lib.cas.cz/space.40/2011/061F.HTM,https://directory.eoportal.org/web/eoportal/satellite-missions/m/m3-mcubed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,853,860.5,868,1.04E-03,20,102.2,"1,000",,,10/12/11,5 yrs.,Indian Space Research Organization (ISRO),India,,www.satellitedebris.net 12/12,http://smsc.cnes.fr/MEGHAT/,http://smsc.cnes.fr/MEGHAT/,http://www.lib.cas.cz/space.40/2011/058A.HTM,http://www.thehindu.com/sci-tech/science/article2531801.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Polar,0,819,823.5,828,6.26E-04,98.81,101.3,"2,778",,,7/8/14,5 yrs.,VNIIEM,Russia,,ZARYA,http://space50.kosmo.cz/objekt.php?mot=2014-037A&jazyk=pp_cz,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Polar,0,820,820.5,821,6.95E-05,98.7,101.3,"4,193","3,750",,10/19/06,5 yrs.,EADS-Astrium,France/UK/Germany/Spain,,www.satellitedebris.net 12/12,http://www.esa.int/esaLP/ESAGJ1094UC_LPmetop_0.html,http://www.lib.cas.cz/knav/space.40/2006/044A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Polar,0,819,820.5,822,2.09E-04,98.7,101.3,"4,085",,,9/17/12,5 yrs.,EADS-Astrium,France/UK/Germany/Spain,,SC - ASCR,http://space50.kosmo.cz/s40/2012/1049A.HTM,http://www.guardian.co.uk/science/2012/sep/17/european-weather-satellite-launched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,805,813,821,1.11E-03,98.9,101.2,110,,220,7/22/12,3 yrs.,Lavochkin NPO,Russia,,www.satellitedebris.net 12/12,http://www.tsenki.com/en/launch_services/help_information/launch/2012/?EID=93961,http://www.zarya.info/Diaries/Launches/Launches.php?year=2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,817,824.5,832,1.04E-03,98.7,101.4,53,53,35,6/30/03,1 yr.,Dynacon Inc./University of Toronto Institute for Aerospace Studies/University of British Columbia,Canada,,www.satellitedebris.net 12/12,http://www.utias-sfl.net/microsatellites/MOST/MOSTDesign.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx597.html,http://wombat.astro.ubc.ca/MOST/overview.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,669,679.5,690,1.49E-03,97.8,98.3,64,,,9/27/03,,Mozhaiskiy Space Engineering Academy,Russia,,www.satellitedebris.net 12/12,http://www.amsat.org/amsat-new/satellites/status.php,http://www.spaceref.com/news/viewsr.html?pid=10958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,461,469.5,478,1.24E-03,97.47,94.9,587,,575,3/12/00,3 yrs.,Ball Aerospace/TRW/Raytheon,USA,,WT,http://directory.eoportal.org/get_announce.php?an_id=7362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Polar,0,654,656.5,659,3.56E-04,98.4,97.9,20,15,20,12/18/04,,Instituto Nacional de Técnia Aeroespacial (INTA),Spain,,www.satellitedebris.net 12/12,,http://www.spacenewsfeed.co.uk/2004/19December2004_27.html,http://www.satnews.com/stories11/873.htm,http://www.lib.cas.cz/knav/space.40/2004/049B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Polar,0,583,627.5,672,6.36E-03,98.1,97.3,20,15,20,7/29/09,,Instituto Nacional de Técnia Aeroespacial (INTA),Spain,,www.satellitedebris.net 12/12,,http://nssdc.gsfc.nasa.gov/spacewarn/spx669.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,772,779,786,9.79E-04,98.6,100.4,74,,,2/25/13,,Microsat Systems Canada Inc.,Canada,,SC - ASCR,http://www.asc-csa.gc.ca/eng/satellites/neossat/Default.asp,http://neossat.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,,0,429,439.5,450,1.54E-03,48.22,97.6,494,,,4/24/07,,General Dynamics,USA,,WT,http://nssdc.gsfc.nasa/gov/spacewarn/spx642.html,http://www.lib.cas.cz/www/space.40/2007/014A.HTM,http://spaceflightnow.com/minotaur/nfire/,http://www.spaceref.com/news/viewsr.html?pid=24629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,691,698,705,9.90E-04,98.2,98.7,300,,,8/17/11,7 yrs.,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,,www.satellitedebris.net 12/12,http://events.eoportal.org/get_announce.php?an_id=10000874,http://www.lib.cas.cz/space.40/2011/044B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,661,678.5,696,2.48E-03,98.2,98.3,100,,,8/17/11,,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,,www.satellitedebris.net 12/12,http://events.eoportal.org/get_announce.php?an_id=10002846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,800,808,816,1.11E-03,98.7,101,"2,223","1,500",830,5/13/98,3 yrs.,Lockheed Martin Missiles & Space,USA,,www.satellitedebris.net 12/12,http://www.oso.noaa.gov/poesstatus/,www.wmo.ch/web/www/OSY/Meetings/ICT-IOS3/Doc2-3(1).doc ,http://poes.gsfc.nasa.gov/,http://www.stvincent.ac.uk/Resources/Weather/NOAA/systeminfo.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO,Sun-Synchronous,0,843,853.5,864,1.45E-03,99.1,102,"2,223","1,500",830,5/20/05,3 yrs.,Lockheed Martin Space Systems,USA,,www.satellitedebris.net 12/12,http://www.oso.noaa.gov/poesstatus/spacecraftStatusSummary.asp?spacecraft=18,http://www.lib.cas.cz/www/space.40/2005/018A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx619.html,http://www.spacenewsfeed.co.uk/2005/22May2005_16.html,http://www.lib.cas.cz/www/space.40/2005/018A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
